ticket_id,customer_id,subject,description,category,priority,channel,status,created_at,combined_text,clean_text
181,5813,Update account email address,My old phone number is still attached to the account and I want to remove it.,Account Management,Low,phone,open,2026-04-18T23:23:31.797967+00:00,Update account email address My old phone number is still attached to the account and I want to remove it.,update account email address old phone number attach account want remove
182,8272,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,Payment Issues,Medium,phone,in_progress,2026-02-15T12:19:31.797967+00:00,Invoice amount looks incorrect The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,invoice look incorrect invoice show higher expect monthly plan resolve soon possible
183,7655,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card. I have already contacted support once.,Payment Issues,Medium,phone,resolved,2026-05-21T15:27:31.799156+00:00,Invoice amount looks incorrect I cannot add a new payment method because the checkout page keeps rejecting my card. I have already contacted support once.,invoice look incorrect add new payment method checkout page keep reject card contact
184,1570,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,Subscription Issues,High,chat,open,2025-12-13T03:03:31.799156+00:00,Upgrade monthly plan I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,upgrade monthly plan want cancel monthly subscription bill cycle affect work
185,3513,Account locked after many attempts,My account is locked because I entered the wrong password several times. I have already contacted support once.,Login Problems,High,web_portal,in_progress,2026-05-26T21:21:31.799156+00:00,Account locked after many attempts My account is locked because I entered the wrong password several times. I have already contacted support once.,account lock attempt account lock enter wrong password time contact
186,6150,Remove old phone number,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,phone,open,2026-03-03T04:25:31.799156+00:00,Remove old phone number I want to update the email address linked to my customer account. This issue is blocking my team.,remove old phone number want update email address link account issue block team
187,5288,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,Medium,phone,resolved,2026-01-12T13:59:31.799156+00:00,Payment failed during checkout My credit card was charged two times for the same subscription renewal. I have already contacted support once.,payment fail checkout credit card charge time subscription renewal contact
188,3009,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,High,chat,open,2026-01-30T11:11:31.799156+00:00,"Refund needed for cancelled order My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",refund need cancel order refund request approv week reach bank account resolve soon possible
189,6692,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,High,email,resolved,2026-03-14T19:13:31.799156+00:00,Refund needed for cancelled order I cancelled the subscription within the trial period but have still been charged.,refund need cancel order cancel subscription trial period charge
190,3852,Error while uploading file,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,High,phone,resolved,2025-12-06T20:14:31.799156+00:00,Error while uploading file I am getting an error while uploading a CSV file to the platform. This is affecting my work.,error upload file gett error upload csv file platform affect work
191,6912,Cannot login to my account,The password reset email link has expired and I cannot generate a new one. This is affecting my work.,Login Problems,Medium,phone,in_progress,2026-01-29T17:07:31.799156+00:00,Cannot login to my account The password reset email link has expired and I cannot generate a new one. This is affecting my work.,login account password reset email link expire generate new affect work
192,9612,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty.,Technical Support,Low,web_portal,in_progress,2026-02-23T01:40:31.799156+00:00,Dashboard page is loading slowly The export feature is not working and the downloaded file is empty.,dashboard page load slowly export feature work download file
193,9476,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. Please resolve this as soon as possible.,Technical Support,High,phone,open,2026-02-09T02:06:31.799156+00:00,Application keeps crashing The dashboard takes a very long time to load and sometimes shows a server error. Please resolve this as soon as possible.,application keep crash dashboard take long time load show server error resolve soon possible
194,9488,Feature not working after update,The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,Technical Support,Medium,chat,in_progress,2026-05-21T13:46:31.799156+00:00,Feature not working after update The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,feature work update dashboard take long time load show server error affect work
195,2292,Password reset link not working,My account is locked because I entered the wrong password several times. This is affecting my work.,Login Problems,Medium,phone,open,2026-01-23T08:19:31.799156+00:00,Password reset link not working My account is locked because I entered the wrong password several times. This is affecting my work.,password reset link work account lock enter wrong password time affect work
196,2530,Trial period expired early,My subscription renewal failed even though my payment method is active. This is affecting my work.,Subscription Issues,Medium,chat,resolved,2025-12-28T23:48:31.799156+00:00,Trial period expired early My subscription renewal failed even though my payment method is active. This is affecting my work.,trial period expire early subscription renewal fail payment method active affect work
197,1674,Dashboard page is loading slowly,The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,Technical Support,High,email,open,2026-01-01T06:29:31.799156+00:00,Dashboard page is loading slowly The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,dashboard page load slowly dashboard take long time load show server error issue block team
198,1496,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,Payment Issues,High,web_portal,resolved,2026-02-17T20:55:31.799156+00:00,Bank transaction succeeded but order failed The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,bank transaction succeed order fail invoice show higher expect monthly plan affect work
199,5873,Error while uploading file,I am getting an error while uploading a CSV file to the platform. I have already contacted support once.,Technical Support,Medium,web_portal,open,2025-12-11T04:09:31.799156+00:00,Error while uploading file I am getting an error while uploading a CSV file to the platform. I have already contacted support once.,error upload file gett error upload csv file platform contact
200,6573,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,chat,in_progress,2026-02-06T11:03:31.799156+00:00,Cancel my subscription Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,cancel subscription help upgrade basic plan premium plan contact
201,2739,Subscription renewal problem,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Low,phone,open,2026-03-02T00:26:31.799156+00:00,Subscription renewal problem My subscription renewal failed even though my payment method is active. I have already contacted support once.,subscription renewal problem subscription renewal fail payment method active contact
202,5754,Request refund for duplicate payment,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Medium,web_portal,resolved,2026-05-11T16:17:31.799156+00:00,Request refund for duplicate payment The service did not work as promised and I would like my money back. I have already contacted support once.,request refund duplicate payment service did work promis like money contact
203,3610,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,High,web_portal,resolved,2026-03-16T11:32:31.799156+00:00,Refund needed for cancelled order Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,refund need cancel order refund duplicate payment card yesterday resolve soon possible
204,8491,Cancel purchase and refund,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Low,chat,open,2026-02-24T00:45:31.799156+00:00,Cancel purchase and refund The service did not work as promised and I would like my money back. I have already contacted support once.,cancel purchase refund service did work promis like money contact
205,8710,Error while uploading file,The application crashes every time I open the reports page.,Technical Support,Medium,phone,resolved,2026-01-02T19:41:31.799156+00:00,Error while uploading file The application crashes every time I open the reports page.,error upload file application crash time open report page
206,6995,Payment failed during checkout,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,High,email,in_progress,2026-03-03T04:15:31.799156+00:00,"Payment failed during checkout The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",payment fail checkout transaction deduct bank account payment statu says pend affect work
207,7329,Bank transaction succeeded but order failed,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,web_portal,resolved,2026-03-23T15:30:31.799156+00:00,Bank transaction succeeded but order failed I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,bank transaction succeed order fail add new payment method checkout page keep reject card affect work
208,7114,Update billing contact,The billing contact has changed and I need the account details updated.,Account Management,Low,phone,resolved,2026-05-11T04:34:31.799156+00:00,Update billing contact The billing contact has changed and I need the account details updated.,update bill contact bill contact change need account detail updat
209,1742,Change company profile details,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,Low,email,open,2026-01-27T16:38:31.799156+00:00,Change company profile details Please help me change the company name and profile information in my account. This issue is blocking my team.,change company profile detail help change company profile information account issue block team
210,3290,Subscription renewal problem,My plan seems to have changed without my confirmation. This issue is blocking my team.,Subscription Issues,Medium,phone,resolved,2025-12-31T00:25:31.799156+00:00,Subscription renewal problem My plan seems to have changed without my confirmation. This issue is blocking my team.,subscription renewal problem plan change confirmation issue block team
211,6511,Change company profile details,My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,Account Management,Medium,web_portal,resolved,2026-03-19T21:45:31.799156+00:00,Change company profile details My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,change company profile detail old phone number attach account want remove issue block team
212,7824,Error while uploading file,Our API integration started failing with timeout errors after the latest update.,Technical Support,Medium,phone,resolved,2025-12-14T14:16:31.799156+00:00,Error while uploading file Our API integration started failing with timeout errors after the latest update.,error upload file api integration start fail timeout error latest update
213,4728,Cancel my subscription,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,Medium,email,resolved,2025-12-18T22:16:31.799156+00:00,Cancel my subscription The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,cancel subscription free trial expire earlier expect access premium feature contact
214,4968,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",Refund Requests,High,email,resolved,2026-02-27T12:58:31.799156+00:00,"Refund needed for cancelled order My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",refund need cancel order refund request approv week reach bank account issue block team
215,7765,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan.,Subscription Issues,Medium,chat,in_progress,2026-02-17T12:50:31.799156+00:00,Cancel my subscription Please help me upgrade from the basic plan to the premium plan.,cancel subscription help upgrade basic plan premium plan
216,6325,Feature not working after update,Our API integration started failing with timeout errors after the latest update.,Technical Support,High,web_portal,resolved,2026-01-23T10:56:31.799156+00:00,Feature not working after update Our API integration started failing with timeout errors after the latest update.,feature work update api integration start fail timeout error latest update
217,6804,Money back for failed service,Please refund the duplicate payment made from my card yesterday. I have already contacted support once.,Refund Requests,High,phone,resolved,2026-03-08T23:22:31.799156+00:00,Money back for failed service Please refund the duplicate payment made from my card yesterday. I have already contacted support once.,money fail service refund duplicate payment card yesterday contact
218,5735,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,Medium,chat,resolved,2026-04-08T07:51:31.799156+00:00,Refund needed for cancelled order Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,refund need cancel order refund duplicate payment card yesterday resolve soon possible
219,2996,Plan changed without confirmation,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,web_portal,in_progress,2026-03-26T08:11:31.799156+00:00,Plan changed without confirmation My subscription renewal failed even though my payment method is active. I have already contacted support once.,plan change confirmation subscription renewal fail payment method active contact
220,8247,Change company profile details,I need to invite a new teammate and assign account access permissions.,Account Management,Low,phone,resolved,2026-05-15T06:11:31.799156+00:00,Change company profile details I need to invite a new teammate and assign account access permissions.,change company profile detail need invite new teammate assign account access permission
221,5450,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,Refund Requests,Medium,chat,open,2026-01-11T18:15:31.799156+00:00,Refund needed for cancelled order Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,refund need cancel order refund duplicate payment card yesterday issue block team
222,4814,Feature not working after update,The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,Technical Support,Low,email,open,2026-01-20T10:18:31.799156+00:00,Feature not working after update The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,feature work update dashboard take long time load show server error affect work
223,3587,Money back for failed service,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,High,web_portal,resolved,2026-04-30T17:50:31.799156+00:00,Money back for failed service I cancelled the subscription within the trial period but have still been charged.,money fail service cancel subscription trial period charge
224,2465,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,Medium,chat,resolved,2025-12-21T15:59:31.799156+00:00,Cancel purchase and refund Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,cancel purchase refund refund duplicate payment card yesterday resolve soon possible
225,7504,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,High,web_portal,open,2026-04-20T16:46:31.799156+00:00,Cancel my subscription Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,cancel subscription help upgrade basic plan premium plan contact
226,6489,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,Medium,phone,in_progress,2026-01-01T14:21:31.799156+00:00,Subscription renewal problem I want to cancel my monthly subscription before the next billing cycle.,subscription renewal problem want cancel monthly subscription bill cycle
227,8668,Trial period expired early,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,High,phone,open,2026-05-01T00:48:31.799156+00:00,Trial period expired early The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,trial period expire early free trial expire earlier expect access premium feature contact
228,6523,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,Medium,phone,resolved,2026-04-18T17:32:31.799156+00:00,Invoice amount looks incorrect My credit card was charged two times for the same subscription renewal. I have already contacted support once.,invoice look incorrect credit card charge time subscription renewal contact
229,9442,Upgrade monthly plan,Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,Subscription Issues,High,phone,open,2026-02-21T03:25:31.799156+00:00,Upgrade monthly plan Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,upgrade monthly plan help upgrade basic plan premium plan issue block team
230,5272,Request refund for duplicate payment,Please refund the duplicate payment made from my card yesterday. This is affecting my work.,Refund Requests,Medium,web_portal,open,2026-04-02T17:47:31.799156+00:00,Request refund for duplicate payment Please refund the duplicate payment made from my card yesterday. This is affecting my work.,request refund duplicate payment refund duplicate payment card yesterday affect work
231,5285,Money back for failed service,The service did not work as promised and I would like my money back. Please resolve this as soon as possible.,Refund Requests,Medium,phone,resolved,2026-01-09T17:37:31.799156+00:00,Money back for failed service The service did not work as promised and I would like my money back. Please resolve this as soon as possible.,money fail service service did work promis like money resolve soon possible
232,9233,Cannot login to my account,I cannot login even after entering the correct email address and password. I have already contacted support once.,Login Problems,Medium,phone,resolved,2026-02-20T18:35:31.799156+00:00,Cannot login to my account I cannot login even after entering the correct email address and password. I have already contacted support once.,login account login enter correct email address password contact
233,3509,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Medium,web_portal,resolved,2026-05-01T01:41:31.799156+00:00,Invoice amount looks incorrect The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,invoice look incorrect invoice show higher expect monthly plan issue block team
234,4578,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,chat,resolved,2026-01-17T19:20:31.799156+00:00,Error while uploading file Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,error upload file api integration start fail timeout error latest update issue block team
235,2838,Application keeps crashing,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Medium,email,resolved,2026-03-04T15:21:31.799156+00:00,Application keeps crashing The export feature is not working and the downloaded file is empty. I have already contacted support once.,application keep crash export feature work download file contact
236,8239,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,Low,email,resolved,2026-03-13T00:15:31.799156+00:00,Dashboard page is loading slowly The export feature is not working and the downloaded file is empty. This issue is blocking my team.,dashboard page load slowly export feature work download file issue block team
237,8429,Unable to access dashboard,The two factor authentication code is not arriving on my phone.,Login Problems,High,chat,resolved,2026-02-10T16:07:31.799156+00:00,Unable to access dashboard The two factor authentication code is not arriving on my phone.,unable access dashboard factor authentication code arriv phone
238,1356,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,Medium,web_portal,in_progress,2025-12-14T07:29:31.799156+00:00,"Cancel purchase and refund My refund request was approved last week, but the amount has not reached my bank account.",cancel purchase refund refund request approv week reach bank account
239,2044,Card was charged twice,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Low,email,open,2026-03-07T18:06:31.799156+00:00,Card was charged twice I cannot add a new payment method because the checkout page keeps rejecting my card.,card charge twice add new payment method checkout page keep reject card
240,7887,Request refund for duplicate payment,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Medium,phone,in_progress,2026-04-30T20:07:31.799156+00:00,Request refund for duplicate payment The service did not work as promised and I would like my money back. I have already contacted support once.,request refund duplicate payment service did work promis like money contact
241,3178,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,High,phone,open,2025-12-16T23:36:31.799156+00:00,Cancel purchase and refund I cancelled the subscription within the trial period but have still been charged.,cancel purchase refund cancel subscription trial period charge
242,1372,Unable to access dashboard,The two factor authentication code is not arriving on my phone. This issue is blocking my team.,Login Problems,Medium,phone,in_progress,2026-04-08T17:53:31.799156+00:00,Unable to access dashboard The two factor authentication code is not arriving on my phone. This issue is blocking my team.,unable access dashboard factor authentication code arriv phone issue block team
243,8546,Trial period expired early,My plan seems to have changed without my confirmation. This issue is blocking my team.,Subscription Issues,Medium,phone,open,2026-04-07T09:34:31.799156+00:00,Trial period expired early My plan seems to have changed without my confirmation. This issue is blocking my team.,trial period expire early plan change confirmation issue block team
244,1256,Change company profile details,I want to update the email address linked to my customer account.,Account Management,Medium,chat,open,2026-02-16T21:01:31.799156+00:00,Change company profile details I want to update the email address linked to my customer account.,change company profile detail want update email address link account
245,1797,Payment failed during checkout,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,chat,resolved,2025-12-13T18:00:31.799156+00:00,Payment failed during checkout I cannot add a new payment method because the checkout page keeps rejecting my card.,payment fail checkout add new payment method checkout page keep reject card
246,9255,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,Medium,phone,open,2026-05-21T13:14:31.799156+00:00,"Unable to complete payment The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",unable complete payment transaction deduct bank account payment statu says pend affect work
247,4881,Trial period expired early,My subscription renewal failed even though my payment method is active. This issue is blocking my team.,Subscription Issues,Medium,phone,open,2025-12-14T07:04:31.799156+00:00,Trial period expired early My subscription renewal failed even though my payment method is active. This issue is blocking my team.,trial period expire early subscription renewal fail payment method active issue block team
248,3869,Trial period expired early,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,web_portal,resolved,2026-05-19T23:00:31.799156+00:00,Trial period expired early Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,trial period expire early help upgrade basic plan premium plan contact
249,7821,Request refund for duplicate payment,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,High,web_portal,open,2026-03-14T18:14:31.799156+00:00,Request refund for duplicate payment The service did not work as promised and I would like my money back. I have already contacted support once.,request refund duplicate payment service did work promis like money contact
250,3365,Remove old phone number,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,Low,web_portal,open,2026-04-08T07:45:31.799156+00:00,Remove old phone number Please help me change the company name and profile information in my account. This issue is blocking my team.,remove old phone number help change company profile information account issue block team
251,5177,API integration is failing,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,Medium,chat,in_progress,2026-02-25T09:43:31.799156+00:00,API integration is failing Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,api integration fail api integration start fail timeout error latest update issue block team
252,5398,Cancel my subscription,My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,Subscription Issues,Low,web_portal,resolved,2026-04-17T16:15:31.799156+00:00,Cancel my subscription My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,cancel subscription plan change confirmation resolve soon possible
253,4555,Feature not working after update,The application crashes every time I open the reports page.,Technical Support,Medium,web_portal,open,2026-01-04T19:05:31.799156+00:00,Feature not working after update The application crashes every time I open the reports page.,feature work update application crash time open report page
254,4974,Add another team member,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,High,chat,in_progress,2026-05-05T01:40:31.799156+00:00,Add another team member I want to update the email address linked to my customer account. This is affecting my work.,add team member want update email address link account affect work
255,6886,Unable to access dashboard,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,Medium,phone,in_progress,2026-01-18T19:52:31.799156+00:00,Unable to access dashboard My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,unable access dashboard account lock enter wrong password time resolve soon possible
256,4328,Update billing contact,My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,Account Management,Low,phone,in_progress,2026-02-04T07:05:31.799156+00:00,Update billing contact My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,update bill contact old phone number attach account want remove contact
257,7841,Request refund for duplicate payment,"My refund request was approved last week, but the amount has not reached my bank account. This is affecting my work.",Refund Requests,High,phone,open,2026-05-31T09:06:31.799156+00:00,"Request refund for duplicate payment My refund request was approved last week, but the amount has not reached my bank account. This is affecting my work.",request refund duplicate payment refund request approv week reach bank account affect work
258,6530,Account locked after many attempts,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Medium,phone,in_progress,2026-04-03T00:58:31.799156+00:00,Account locked after many attempts The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,account lock attempt password reset email link expire generate new contact
259,3293,Plan changed without confirmation,My plan seems to have changed without my confirmation. This is affecting my work.,Subscription Issues,Medium,web_portal,open,2026-03-06T12:14:31.799156+00:00,Plan changed without confirmation My plan seems to have changed without my confirmation. This is affecting my work.,plan change confirmation plan change confirmation affect work
260,1794,Application keeps crashing,The export feature is not working and the downloaded file is empty.,Technical Support,High,email,in_progress,2026-05-15T19:12:31.799156+00:00,Application keeps crashing The export feature is not working and the downloaded file is empty.,application keep crash export feature work download file
261,7114,Password reset link not working,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Low,email,resolved,2026-01-26T02:27:31.799156+00:00,Password reset link not working I cannot login even after entering the correct email address and password. This is affecting my work.,password reset link work login enter correct email address password affect work
262,7739,Trial period expired early,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Low,email,open,2026-01-18T23:11:31.799156+00:00,Trial period expired early My plan seems to have changed without my confirmation. I have already contacted support once.,trial period expire early plan change confirmation contact
263,8054,Error while uploading file,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,Low,chat,open,2025-12-07T19:00:31.799156+00:00,Error while uploading file The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,error upload file export feature work download file resolve soon possible
264,6807,Bank transaction succeeded but order failed,My credit card was charged two times for the same subscription renewal. This is affecting my work.,Payment Issues,Medium,phone,in_progress,2026-01-21T09:24:31.799156+00:00,Bank transaction succeeded but order failed My credit card was charged two times for the same subscription renewal. This is affecting my work.,bank transaction succeed order fail credit card charge time subscription renewal affect work
265,5914,Invoice amount looks incorrect,"The transaction was deducted from my bank account, but the payment status still says pending. I have already contacted support once.",Payment Issues,Medium,email,resolved,2025-12-08T10:18:31.799156+00:00,"Invoice amount looks incorrect The transaction was deducted from my bank account, but the payment status still says pending. I have already contacted support once.",invoice look incorrect transaction deduct bank account payment statu says pend contact
266,1919,Cancel my subscription,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Medium,email,resolved,2026-01-14T01:46:31.799156+00:00,Cancel my subscription I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,cancel subscription want cancel monthly subscription bill cycle contact
267,2562,Cannot login to my account,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,email,open,2026-03-11T22:42:31.799156+00:00,Cannot login to my account The two factor authentication code is not arriving on my phone. I have already contacted support once.,login account factor authentication code arriv phone contact
268,5593,Unable to access dashboard,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,Low,email,open,2026-05-15T18:39:31.799156+00:00,Unable to access dashboard The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,unable access dashboard factor authentication code arriv phone resolve soon possible
269,5903,Update account email address,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,Low,chat,resolved,2026-02-23T15:23:31.799156+00:00,Update account email address Please help me change the company name and profile information in my account. This issue is blocking my team.,update account email address help change company profile information account issue block team
270,2284,Unable to access dashboard,The two factor authentication code is not arriving on my phone. This issue is blocking my team.,Login Problems,Medium,phone,open,2026-04-29T18:29:31.799156+00:00,Unable to access dashboard The two factor authentication code is not arriving on my phone. This issue is blocking my team.,unable access dashboard factor authentication code arriv phone issue block team
271,7499,Unable to complete payment,My credit card was charged two times for the same subscription renewal.,Payment Issues,Medium,phone,open,2025-12-28T21:41:31.799156+00:00,Unable to complete payment My credit card was charged two times for the same subscription renewal.,unable complete payment credit card charge time subscription renewal
272,8075,Subscription renewal problem,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Low,chat,resolved,2026-01-14T05:12:31.799156+00:00,Subscription renewal problem My plan seems to have changed without my confirmation. I have already contacted support once.,subscription renewal problem plan change confirmation contact
273,2344,API integration is failing,The application crashes every time I open the reports page. This issue is blocking my team.,Technical Support,Medium,phone,open,2026-04-02T15:30:31.799156+00:00,API integration is failing The application crashes every time I open the reports page. This issue is blocking my team.,api integration fail application crash time open report page issue block team
274,6050,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,Medium,web_portal,in_progress,2026-05-12T17:50:31.799156+00:00,Refund needed for cancelled order I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,refund need cancel order cancel subscription trial period charge resolve soon possible
275,9395,Update account email address,Please help me change the company name and profile information in my account.,Account Management,Low,web_portal,open,2026-02-09T23:00:31.799156+00:00,Update account email address Please help me change the company name and profile information in my account.,update account email address help change company profile information account
276,7311,Payment failed during checkout,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Low,email,in_progress,2026-01-02T06:56:31.799156+00:00,Payment failed during checkout The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,payment fail checkout invoice show higher expect monthly plan issue block team
277,9537,Cancel purchase and refund,"I was charged for an order that I cancelled, so I need a refund. This issue is blocking my team.",Refund Requests,High,chat,resolved,2026-04-02T22:29:31.799156+00:00,"Cancel purchase and refund I was charged for an order that I cancelled, so I need a refund. This issue is blocking my team.",cancel purchase refund charge order cancel need refund issue block team
278,2036,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,Medium,chat,in_progress,2026-01-29T13:02:31.799156+00:00,Refund needed for cancelled order Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,refund need cancel order refund duplicate payment card yesterday resolve soon possible
279,5040,Remove old phone number,I need to invite a new teammate and assign account access permissions. I have already contacted support once.,Account Management,Medium,web_portal,resolved,2026-03-04T09:25:31.799156+00:00,Remove old phone number I need to invite a new teammate and assign account access permissions. I have already contacted support once.,remove old phone number need invite new teammate assign account access permission contact
280,6443,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update.,Technical Support,Low,web_portal,in_progress,2026-06-03T04:30:31.799156+00:00,Dashboard page is loading slowly Our API integration started failing with timeout errors after the latest update.,dashboard page load slowly api integration start fail timeout error latest update
281,4290,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Medium,web_portal,in_progress,2026-03-13T21:25:31.799156+00:00,Money back for failed service I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,money fail service cancel subscription trial period charge issue block team
